product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
Rival 110 (Black),Mice,29.99,,773,SteelSeries,8.3,641,12/10/2020,black,23182.27
Cosm Chair (Purple),Furniture,1495,194,100,Herman Miller,9,81,4/3/2021,purple,149500
"10 Pro (1TB, White)",Smartphones,849,190,361,OnePlus,8.5,292,11/24/2024,white,306489
"ENVY 15 (64GB, Black)",Laptops,1200,485,879,HP,8.5,708,12/13/2024,black,1054800
Food Processor KFP1466 (Red),Kitchen,329.99,160,178,KitchenAid,8.75,149,12/1/2021,red,58738.22
"65OLED936 (65"", Brown frame)",TVs,2800,403,523,Philips,8.8,420,3/5/2021,brown,1464400
Billy Bookcase (Orange),Furniture,59.99,232,841,IKEA,8.25,685,6/23/2022,orange,50451.59
"65PUS8504 (65"", Yellow frame)",TVs,1200,0,128,Philips,7.8,105,12/9/2023,yellow,153600
One-Touch Tea Maker (Brown),Kitchen,300,344,853,Breville,,676,6/6/2022,brown,255900
Nutri Pro Blender (Blue),Kitchen,99.99,96,161,Ninja,8.75,121,3/17/2025,blue,16098.39
"AirPods (2nd generation) (Wireless, Gray)",Headphones,129,401,34,Apple,8.75,26,9/20/2025,gray,4386
Sorry! (Yellow),Toys,20,0,213,Hasbro,8.75,173,6/9/2021,yellow,4260
Basilisk V3 (Red),Mice,69.99,126,8,Razer,8.75,6,2/24/2020,red,559.92
"Dunk Low (Brown, EU 40)",Shoes,110,282,990,Nike,8.75,800,2/23/2025,brown,108900
"XPS 13 (9370) (64GB, Yellow)",Laptops,1700,,348,Dell,8.75,269,10/11/2024,yellow,591600
"OLED G1 (43"", Yellow frame)",TVs,1399,73,224,LG,9,174,5/21/2023,yellow,313376
"Legacy Lifter (Gray, EU 40)",Shoes,130,117,676,Reebok,8.75,552,12/5/2020,gray,87880
"QuietComfort Earbuds (Wireless, Brown)",Headphones,249,0,913,Bose,8.7,717,9/27/2024,brown,227337
"ZenBook Pro Duo 15 (256GB, White)",Laptops,3000,5,993,Asus,8.5,794,12/19/2022,white,2979000
Max (Yellow),Kitchen,79.99,370,293,Instant Pot,9.2,235,9/30/2022,yellow,23437.07
"Galaxy Tab S8 Ultra (128GB, Green)",Tablets,999,215,460,Samsung,8.75,371,12/19/2025,green,459540
Watch Series 3 (Orange),Watches,199,52,979,Apple,8.5,780,10/9/2021,orange,194821
Operation (Black),Toys,20,275,300,Hasbro,8.5,251,3/8/2025,black,6000
"RC Elite (Brown, EU 42)",Shoes,225,264,284,New Balance,8.45,226,11/27/2025,brown,63900
"530 (Yellow, EU 42)",Shoes,110,243,642,New Balance,8.5,503,8/15/2025,yellow,70620
"ThinkBook 15 (256GB, Green)",Laptops,750,157,592,Lenovo,8.5,478,8/21/2021,green,444000
"Jersey Dress (Red, XS)",Clothing,24.99,0,604,H&M,8.3,493,12/11/2022,red,15093.96
Duo Evo Plus (White),Kitchen,129.99,0,252,Instant Pot,9.2,206,1/1/2024,white,32757.48
Bakugan Battle Arena (Orange),Toys,24.99,317,661,Spin Master,8.5,510,9/21/2024,orange,16518.39
"OLED CX (50"", Gray frame)",TVs,1200,46,552,LG,9.3,444,12/10/2021,gray,662400
Arc Mouse (White),Mice,79.99,406,937,Microsoft,8.5,740,5/28/2022,white,74950.63
Viper Ultimate (Orange),Mice,129.99,214,362,Razer,8.85,277,4/2/2022,orange,47056.38
"512 Slim Taper Jeans (Purple, L)",Clothing,69.5,90,296,Levi's,8.75,248,9/18/2024,purple,20572
"QuietComfort 35 II (Wired, Blue)",Headphones,279,98,391,Bose,9.2,329,10/10/2022,red,109089
K95 RGB Platinum (Orange),Keyboards,199.99,130,729,Corsair,8.75,578,1/3/2024,orange,145792.71
Darcy Sofa (Purple),Furniture,599.99,360,591,Ashley Furniture,8.65,470,6/4/2020,purple,354594.09
Galaxy Watch (Yellow),Watches,299.99,475,794,Samsung,8.75,621,8/18/2025,yellow,238192.06
"Fresh Foam 1080 (White, EU 46)",Shoes,159.99,0,638,New Balance,,509,10/24/2023,white,102073.62
PlayStation 1 (White),Gaming Consoles,120,0,970,Sony,8.5,776,7/1/2023,white,116400
"Nano X (Gray, EU 42)",Shoes,130,0,460,Reebok,8.5,372,11/7/2020,gray,59800
Air Fryer AF101 (Red),Kitchen,99.99,0,847,Ninja,8.75,700,4/21/2021,red,84691.53
"AirPods Pro (1st generation) (Wired, Red)",Headphones,199,346,930,Apple,8.75,751,10/6/2021,red,185070
Tech Deck (Black),Toys,14.99,430,73,Spin Master,8.5,51,3/12/2020,black,1094.27
Foodi Digital Air Fry Oven (White),Kitchen,229.99,347,292,Ninja,8.75,226,11/27/2025,white,67157.08
"ThinkPad X1 Yoga (4th Gen) (128GB, Black)",Laptops,1200,246,404,Lenovo,8.5,326,2/16/2025,black,484800
"iPhone XR (512GB, Purple)",Smartphones,749,320,562,Apple,8.5,433,9/5/2024,purple,420938
"Sherpa Trucker Jacket (White, M)",Clothing,89.99,91,469,Levi's,8.5,366,11/11/2024,white,42205.31
"574 (Brown, EU 44)",Shoes,85,0,150,New Balance,8.5,107,4/18/2020,brown,12750
Game Gear (Blue),Gaming Consoles,150,215,817,Sega,8.25,659,7/30/2025,blue,122550
Professional Blender (Purple),Kitchen,139.99,85,212,Ninja,8.75,179,9/24/2023,purple,29677.88
"501 Shorts (White, XS)",Clothing,69.5,120,528,Levi's,8.35,408,9/4/2024,white,36696
"iPhone 8 (512GB, Red)",Smartphones,450,0,308,Apple,7.5,239,8/6/2021,red,138600
"Basket (Gray, EU 44)",Shoes,70,169,372,Puma,8.5,297,12/22/2025,gray,26040
"Storm Cyclone Jacket (Yellow, XL)",Clothing,120,227,65,Under Armour,8.5,48,7/15/2021,yellow,7800
"PXC 550 (Wired, Blue)",Headphones,279.95,372,537,Sennheiser,8.75,420,9/12/2024,red,150333.15
Apex Pro (Black),Keyboards,199.99,337,904,SteelSeries,,730,7/8/2020,black,180790.96
"NanoCell 90 (75"", White frame)",TVs,1399,,846,LG,8.4,661,12/26/2021,white,1183554
G915 Lightspeed (Purple),Keyboards,249.99,229,350,Logitech,,270,7/21/2023,purple,87496.5
BlackWidow V3 (Purple),Keyboards,139.99,480,462,Razer,8.75,378,7/11/2021,black,64675.38
"AirPods Pro (2nd generation) (Wireless, Purple)",Headphones,249,121,115,Apple,9.3,89,4/24/2022,purple,28635
Lynx (Gray),Gaming Consoles,79.99,249,257,Atari,7.5,203,11/12/2023,gray,20557.43
"NanoCell 90 (50"", Gray frame)",TVs,699,0,842,LG,8.7,668,6/16/2025,gray,588558
UNO Card Game (White),Toys,9.99,352,616,Mattel,8.75,488,10/31/2025,white,6153.84
Draycoll Recliner (White),Furniture,450,0,712,Ashley Furniture,8.35,560,12/11/2023,white,320400
M330 Silent Plus (Black),Mice,25.99,0,59,Logitech,8.75,48,11/22/2022,black,1533.41
"iPhone 12 (512GB, White)",Smartphones,749,0,536,Apple,8.3,408,6/7/2024,white,401464
HR3752 Blender (Black),Kitchen,150,0,80,Philips,8.7,56,6/22/2023,black,12000
"Mi 11 (1TB, Orange)",Smartphones,899,0,695,Xiaomi,8.5,557,3/5/2020,orange,624805
BlackWidow V3 (Red),Keyboards,139.99,,859,Razer,8.75,701,5/2/2021,red,120251.41
Galaxy Fit (Blue),Watches,99.99,484,101,Samsung,8.5,78,9/4/2022,blue,10098.99
"501 Shorts (Green, XXL)",Clothing,49.99,0,629,Levi's,8.75,500,9/25/2025,green,31443.71
Ideas Tree House (21318) (Orange),Toys,249.99,0,608,LEGO,9.5,487,1/4/2022,orange,151993.92
Caper Chair (Black),Furniture,345,480,150,Herman Miller,8.75,111,2/2/2020,black,51750
Cynosa Chroma (Gray),Keyboards,59.99,458,999,Razer,8.25,778,12/22/2024,gray,59930.01
"Galaxy S20 (256GB, Black)",Smartphones,699,455,324,Samsung,8.75,264,11/3/2021,black,226476
Vivoactive 4 (Orange),Watches,250,342,882,Garmin,,696,9/11/2021,orange,220500
"Pavilion 14 (256GB, White)",Laptops,650,0,711,HP,8.3,570,9/9/2025,white,462150
"ZenBook 14 UX425 (128GB, Purple)",Laptops,800,312,181,Asus,8.75,151,8/30/2025,purple,144800
Smart Oven Air (White),Kitchen,399.95,0,48,Breville,8.75,39,9/5/2022,white,19197.6
Viva (Black),Kitchen,119.99,52,477,Instant Pot,8.75,386,2/27/2020,black,57235.23
"iPhone 6S (256GB, Orange)",Smartphones,299,450,812,Apple,7.5,643,6/13/2025,orange,242788
Watch Series 8 (Red),Watches,399,2,966,Apple,9.2,758,9/24/2023,red,385434
"12 (1TB, Blue)",Smartphones,90,373,715,Xiaomi,8.25,559,6/8/2022,blue,64350
"Pro Tights (Gray, M)",Clothing,50,278,435,Nike,8.75,345,12/1/2025,gray,21750
"Bravia A8H (75"", Yellow frame)",TVs,3299,0,820,Sony,8.75,674,1/16/2021,yellow,2705180
"WH-XB900N (Wired, White)",Headphones,99.99,0,80,Sony,8.5,66,4/11/2021,red,7999.2
"Crewneck Sweatshirt (Blue, XS)",Clothing,19.99,114,438,H&M,7.5,364,12/18/2022,blue,8755.62
Hemnes TV Bench (Black),Furniture,179,0,814,IKEA,8.4,658,3/10/2020,black,145706
Pro 10-in-1 (Gray),Kitchen,129.99,448,934,Instant Pot,9.2,748,11/2/2022,gray,121410.66
Huntsman V2 Analog (Purple),Keyboards,249.99,464,233,Razer,8.75,181,10/17/2024,purple,58247.67
Ultra 10-in-1 (White),Kitchen,129.99,92,37,Instant Pot,8.85,30,10/2/2023,white,4809.63
"65S535 (65"", Brown frame)",TVs,799,315,328,TCL,8.65,275,3/25/2022,brown,262072
"Galaxy S8 (64GB, Gray)",Smartphones,200,0,803,Samsung,8,640,5/21/2024,gray,160600
Watch Series 2 (Blue),Watches,299,138,781,Apple,8.5,633,6/24/2022,blue,233519
Nomad (Purple),Gaming Consoles,150,344,11,Sega,7.5,10,5/13/2024,purple,1650
"iPad Air (2022) (64GB, Green)",Tablets,599,,845,Apple,9.3,653,3/30/2024,green,506155
G Pro Mechanical (White),Keyboards,129.99,392,18,Logitech,8.75,12,1/19/2021,white,2339.82
"12 (1TB, Purple)",Smartphones,120,398,963,Xiaomi,8.5,763,8/20/2023,purple,115560
Viper Mini (Brown),Mice,39.99,477,470,Razer,9,368,8/29/2022,brown,18795.3
M330 Silent Plus (Red),Mice,30,51,404,Logitech,8.75,308,5/26/2022,red,12120
Inspire 2 (Blue),Watches,199.95,306,255,Fitbit,8.5,206,8/1/2022,blue,50987.25
"Bravia X900H (65"", Blue frame)",TVs,1000,299,96,Sony,9,75,11/9/2023,blue,96000
"MacBook Pro 13 (2022) (1TB, Orange)",Laptops,1699,35,694,Apple,9.25,564,12/6/2021,orange,1179106
"ZoomX Vaporfly Next% (Black, EU 46)",Shoes,250,0,286,Nike,9.2,233,8/5/2023,black,71500
Little People Caring for Animals Farm (Purple),Toys,39.99,66,658,Fisher-Price,8.75,517,5/24/2022,purple,26313.42
"P20 Pro (1TB, Black)",Smartphones,1200,137,299,Huawei,8.35,245,10/5/2021,black,358800
"Classic Leather (Blue, EU 46)",Shoes,90,0,622,Reebok,8.5,499,3/1/2024,blue,55980
"70PUS6724 (75"", Purple frame)",TVs,1200,344,810,Philips,7.8,648,7/31/2025,purple,972000
"Basic Hoodie (White, XS)",Clothing,25,236,297,H&M,8.5,237,6/29/2024,white,7425
"AirPods Pro (1st generation) (Wireless, Brown)",Headphones,249,67,925,Apple,9.2,739,1/7/2024,brown,230325
"Tab P11 (64GB, Black)",Tablets,249.99,0,668,Lenovo,8.25,525,2/13/2022,black,166993.32
"Sportswear Club Fleece Joggers (Gray, XS)",Clothing,55,246,642,Nike,8.75,520,9/4/2025,gray,35310
"iPhone 14 (1TB, Orange)",Smartphones,1499,210,780,Apple,9,636,8/29/2021,orange,1169220
"Faux Leather Biker Jacket (Orange, XL)",Clothing,49.99,0,656,H&M,8.25,536,8/21/2024,orange,32793.44
"Surface Go (256GB, White)",Tablets,549.99,396,26,Microsoft,7.8,23,2/1/2024,white,14299.74
Wireless Mobile Mouse 4000 (Red),Mice,29.95,45,839,Microsoft,8.5,668,5/9/2023,red,25128.05
"Legion 7 (64GB, Red)",Laptops,3799,189,730,Lenovo,8.75,585,5/18/2024,red,2773270
Precision Mouse (Brown),Mice,49.99,164,581,Microsoft,8.75,469,4/1/2025,brown,29044.19
"iPhone 14 (64GB, Orange)",Smartphones,699,0,315,Apple,8.9,251,1/4/2020,orange,220185
"Superstar (White, EU 46)",Shoes,100,180,709,Adidas,8.95,566,8/23/2025,white,70900
"CX 400BT (Wireless, Red)",Headphones,129.95,266,865,Sennheiser,9,695,1/29/2020,red,112406.75
Huntsman Tournament Edition (Orange),Keyboards,129.99,91,4,Razer,8.75,3,11/18/2025,orange,519.96
Watch SE (Orange),Watches,279,0,483,Apple,8.75,384,8/2/2022,orange,134757
MX Master (Brown),Mice,99.99,191,698,Logitech,9.2,552,10/9/2022,brown,69793.02
Operation (Red),Toys,20,0,172,Hasbro,8.5,135,11/27/2024,red,3440
"327 (Brown, EU 38)",Shoes,140,0,803,New Balance,8.75,640,7/21/2025,brown,112420
Forerunner 945 (Brown),Watches,599.99,0,161,Garmin,9.2,127,6/8/2024,brown,96598.39
2600 (Black),Gaming Consoles,49.99,153,276,Atari,7.5,214,3/26/2022,black,13797.24
"Stan Smith (White, EU 40)",Shoes,95,0,111,Adidas,8.5,91,6/1/2025,white,10545
Infant to Toddler Rocker (Red),Toys,49.99,81,911,Fisher-Price,8.75,729,5/8/2022,red,45540.89
Magic Trackpad (Black),Mice,149,0,281,Apple,8.6,218,10/21/2025,black,41869
Modern Keyboard with Fingerprint ID (Gray),Keyboards,129.99,451,830,Microsoft,8.5,659,1/30/2024,gray,107891.7
"75PML9506 (75"", Brown frame)",TVs,1799,453,226,Philips,8.75,161,12/24/2024,brown,406574
7800 (White),Gaming Consoles,49.99,0,515,Atari,7.5,428,2/20/2024,white,25744.85
Star Wars Millennium Falcon (75192) (Brown),Toys,849.99,174,357,LEGO,9.5,279,3/31/2023,brown,303446.43
"UA Rush T-Shirt (Purple, XXL)",Clothing,40,500,855,Under Armour,8.5,667,8/29/2025,purple,34200
"Bravia A80J (43"", Black frame)",TVs,1299.99,426,93,Sony,8.75,72,2/3/2023,black,120899.07
Rival 3 (Black),Mice,29.99,431,73,SteelSeries,8.75,54,11/30/2022,black,2189.27
"3-Stripes Track Jacket (Green, XXL)",Clothing,75,80,636,Adidas,8.5,513,5/26/2023,green,47700
"Inspiron 14 5000 (256GB, Blue)",Laptops,650,215,761,Dell,8.5,613,7/27/2024,blue,494650
Setu Chair (Orange),Furniture,795,457,674,Herman Miller,9.3,551,12/9/2021,orange,535830
Magic Mouse 2 (Blue),Mice,79,0,709,Apple,8.75,561,6/6/2024,blue,56011
"Galaxy Tab S5e (1TB, Black)",Tablets,800,0,0,Samsung,8.5,0,8/24/2021,black,0
"SoundSport Wireless (Wired, Yellow)",Headphones,99.95,150,154,Bose,8.75,125,1/8/2025,red,15392.3
Monopoly Board Game (White),Toys,19.99,0,215,Hasbro,8.5,177,2/23/2021,white,4297.85
"NanoCell 90 (75"", Orange frame)",TVs,2000,167,345,LG,8.5,276,11/16/2024,orange,690000
Spiralizer Attachment (Blue),Kitchen,99.99,143,739,KitchenAid,9.25,578,12/21/2024,blue,73892.61
"5T (1TB, Blue)",Smartphones,499,405,136,OnePlus,8.75,100,4/23/2025,blue,67864
"CrossFit Nano 9 (White, EU 39)",Shoes,130,227,191,Reebok,8.75,159,6/19/2022,white,24830
2-Slice Toaster (Orange),Kitchen,49.99,272,166,KitchenAid,8.75,129,11/19/2022,orange,8298.34
"Club C 85 (Green, EU 44)",Shoes,75,0,352,Reebok,8.5,276,10/26/2022,green,26400
"Surface Pro X (256GB, Orange)",Tablets,1199,92,989,Microsoft,8.5,775,1/14/2024,orange,1185811
"iPhone XR (64GB, Green)",Smartphones,499,328,460,Apple,8.75,358,12/24/2024,green,229540
"Elite 85t (Wired, Purple)",Headphones,180,346,322,Jabra,8.7,257,12/5/2023,red,57960
"HD 560S (Wireless, White)",Headphones,199,15,848,Sennheiser,9.12,688,12/22/2020,white,168752
"The Frame LS03T (75"", Purple frame)",TVs,2999,0,934,Samsung,8.5,764,12/15/2023,purple,2801066
GameCube (Brown),Gaming Consoles,300,0,330,Nintendo,,261,11/13/2020,brown,99000
Avance Collection Indoor Grill (Black),Kitchen,250,53,259,Philips,8.75,211,11/26/2025,black,64750
"996 (Gray, EU 42)",Shoes,150,0,416,New Balance,8.5,322,10/16/2022,gray,62400
XXL Grill (Orange),Kitchen,299.99,0,984,Philips,8.75,822,4/6/2025,orange,295190.16
Foodi Digital Air Fry Oven (Purple),Kitchen,299,0,248,Ninja,9.2,194,4/26/2025,purple,74152
"Nova 9 (64GB, Yellow)",Smartphones,350,486,959,Huawei,7.8,754,2/4/2020,yellow,335650
"Galaxy Tab S6 (128GB, Blue)",Tablets,649.99,0,166,Samsung,8.75,134,3/28/2025,blue,107898.34
GameCube (Yellow),Gaming Consoles,150,353,263,Nintendo,8.5,211,8/16/2022,yellow,39450
"Trucker Jacket (White, XL)",Clothing,89.99,206,331,Levi's,8.75,259,5/4/2020,white,29786.69
Mighty Mouse (White),Mice,49,483,900,Apple,7.5,702,12/2/2022,white,44100
MARQ Athlete (Purple),Watches,1500,117,542,Garmin,8.5,430,2/17/2021,purple,813000
Foodi Grill (White),Kitchen,229.99,465,277,Ninja,9.2,215,3/29/2023,white,63707.23
Malm Bed Frame (Blue),Furniture,249,178,525,IKEA,8.3,444,4/8/2022,blue,130725
HD2137 Pressure Cooker (Gray),Kitchen,89.99,0,670,Philips,8.75,524,5/15/2022,gray,60293.3
F-91W (Orange),Watches,18,335,959,Casio,8.5,780,4/12/2020,orange,17262
Pro Type Ultra (Purple),Keyboards,159.99,221,800,Razer,8.7,637,3/23/2020,purple,127992
"Suede Classic (Black, EU 38)",Shoes,65,144,443,Puma,8.5,341,11/26/2024,black,28795
Classic IntelliMouse (White),Mice,25,333,312,Microsoft,8.5,251,3/9/2020,white,7800
Kinetic Sand (Black),Toys,14.99,0,74,Spin Master,8.75,51,1/4/2024,black,1109.26
Huntsman Tournament Edition (Green),Keyboards,129.99,0,219,Razer,8.75,173,2/7/2022,green,28467.81
MX Master (Red),Mice,99.99,469,577,Logitech,9.5,458,9/22/2021,red,57694.23
"AirPods (2nd generation) (Wireless, Brown)",Headphones,129,496,347,Apple,8.75,278,6/13/2024,brown,44763
"Court Victory Skirt (Brown, L)",Clothing,65,0,13,Nike,8.75,12,9/28/2025,brown,845
Embody Chair (Black),Furniture,1795,322,156,Herman Miller,9.5,123,7/1/2022,black,280020
Pico (Blue),Gaming Consoles,150,3,356,Sega,7.5,276,6/3/2021,blue,53400
"Curry Basketball Jersey (White, XXL)",Clothing,120,375,823,Under Armour,8.75,649,7/13/2025,white,98760
Surface Keyboard (Red),Keyboards,89.99,17,994,Microsoft,8.45,799,6/2/2021,red,89450.06
"Stan Smith (Blue, EU 39)",Shoes,100,119,85,Adidas,8.75,68,8/23/2021,blue,8500
Magic Mouse 2 (Green),Mice,79,367,653,Apple,,505,2/16/2021,green,51587
Sensei 310 (Blue),Mice,49.99,228,586,SteelSeries,8.75,488,2/19/2025,blue,29294.14
Naga Trinity (Orange),Mice,99.99,460,627,Razer,8.75,503,5/7/2020,orange,62693.73
"OLED A1 (75"", Blue frame)",TVs,1799,335,849,LG,8.75,707,7/27/2022,blue,1527351
2600 (Blue),Gaming Consoles,50,107,123,Atari,8.5,103,10/26/2024,blue,6150
"IE 80 S (Wireless, Gray)",Headphones,199.95,24,748,Sennheiser,8.75,592,12/18/2023,gray,149562.6
"ROG Strix Scar 15 (256GB, Orange)",Laptops,2199,169,949,Asus,9.2,760,2/11/2023,orange,2086851
G613 Wireless (Orange),Keyboards,70,0,42,Logitech,8.75,37,7/18/2023,orange,2940
Master System (Green),Gaming Consoles,150,103,774,Sega,7.5,607,5/19/2025,green,116100
Foodi Digital Air Fry Oven (Gray),Kitchen,229.99,310,670,Ninja,8.75,543,4/18/2025,gray,154093.3
"Future Rider (Red, EU 40)",Shoes,90,262,354,Puma,8.5,294,9/27/2024,red,31860
"Yeezy 700 (Orange, EU 44)",Shoes,300,197,441,Adidas,8.5,353,9/6/2020,orange,132300
Air Fryer AF101 (Green),Kitchen,99.99,0,139,Ninja,8.75,103,9/2/2022,green,13898.61
Baby's First Blocks (Black),Toys,12.99,0,648,Fisher-Price,9.3,507,12/11/2021,black,8417.52
Hot Wok Pro (White),Kitchen,129.99,31,245,Breville,8.75,198,4/25/2022,white,31847.55
Master System (Blue),Gaming Consoles,120,46,529,Sega,7.5,436,3/12/2020,blue,63480
"4-Series 55S435 (50"", Orange frame)",TVs,320,242,320,TCL,8.3,248,11/6/2023,orange,102400
"EliteBook 840 G6 (128GB, Orange)",Laptops,1200,0,12,HP,8.5,9,2/21/2024,orange,14400
Classic IntelliMouse (Orange),Mice,39.99,240,901,Microsoft,8.5,753,5/17/2023,orange,36030.99
Wii (Black),Gaming Consoles,180,189,133,Nintendo,8.75,110,5/9/2020,black,23940
Paw Patrol Mighty Lookout Tower (Gray),Toys,99.99,189,797,Spin Master,8.7,617,7/30/2021,gray,79692.03
"QN85A Neo QLED (65"", Green frame)",TVs,1499,103,526,Samsung,8.75,431,8/26/2021,green,788474
"Pro HyperWarm Top (Green, L)",Clothing,60,227,272,Nike,8.75,209,1/16/2021,green,16320
"iPhone X (64GB, Purple)",Smartphones,499,0,91,Apple,8.5,79,5/30/2025,purple,45409
"iPhone XR (64GB, Yellow)",Smartphones,499,0,449,Apple,8.7,358,2/9/2025,yellow,224051
"NMD R1 (Brown, EU 46)",Shoes,130,0,87,Adidas,8.75,67,2/26/2021,brown,11310
"992 (Purple, EU 42)",Shoes,175,350,907,New Balance,9.2,737,4/29/2020,purple,158725
Natural Ergonomic Keyboard 4000 (Brown),Keyboards,50,458,674,Microsoft,8.5,525,10/16/2024,brown,33700
"Bravia X900H (50"", Green frame)",TVs,849.99,200,58,Sony,8.75,41,1/11/2021,green,49299.42
Magic Mouse (Late 2022) (Blue),Mice,99,54,613,Apple,8.5,497,1/3/2022,blue,60687
BCI600XL Smart Scoop (Green),Kitchen,299.95,15,520,Breville,8.75,410,11/18/2021,green,155974
"MatePad Paper (128GB, Green)",Tablets,499,92,225,Huawei,8.3,176,4/19/2025,green,112275
Kinect (Red),Gaming Consoles,149.99,483,733,Microsoft,,578,3/29/2023,red,109942.67
"Bravia X950H (50"", Blue frame)",TVs,999.99,315,353,Sony,8.75,285,2/16/2021,blue,352996.47
Master System (Yellow),Gaming Consoles,120,0,348,Sega,8,276,7/22/2025,yellow,41760
"XPS 15 (9500) (128GB, Blue)",Laptops,1200,,109,Dell,8.75,76,12/1/2022,blue,130800
"Air Force 1 (Yellow, EU 42)",Shoes,120,270,414,Nike,9.2,331,8/2/2021,yellow,49680
"5-Series S546 (43"", Gray frame)",TVs,350,266,656,TCL,8.4,512,4/23/2025,gray,229600
Apex Pro Mini (Orange),Keyboards,179.99,134,729,SteelSeries,9.2,585,5/29/2021,orange,131212.71
"Elite 45h (Wireless, Brown)",Headphones,99.99,228,290,Jabra,8.6,230,3/18/2020,brown,28997.1
"Fresh Foam 1080 (Purple, EU 39)",Shoes,160,0,945,New Balance,8.75,746,3/8/2024,purple,151200
Pro Line Series Blender (Black),Kitchen,599.99,147,381,KitchenAid,9.25,300,9/7/2025,black,228596.19
K65 RGB Mini (Orange),Keyboards,109.99,0,921,Corsair,8.75,723,6/2/2020,orange,101300.79
"MatePad Pro 12.6 (128GB, Yellow)",Tablets,779,214,454,Huawei,8.5,361,10/1/2022,yellow,353666
Artisan Stand Mixer (Black),Kitchen,449.99,474,813,KitchenAid,,650,11/15/2021,black,365841.87
Atheris (Brown),Mice,49.99,303,104,Razer,8.3,79,8/31/2024,brown,5198.96
BlackWidow Lite (Green),Keyboards,89.99,0,181,Razer,8.75,148,7/9/2024,green,16288.19
"Pavilion 14 (1TB, White)",Laptops,750,57,17,HP,7.5,14,1/9/2022,white,12750
Architecture Statue of Liberty (21042) (Brown),Toys,119.99,0,82,LEGO,8.75,69,9/30/2022,brown,9839.18
Versa (Red),Watches,199.95,241,689,Fitbit,8.75,556,5/2/2022,red,137765.55
Mirra 2 Chair (Green),Furniture,1495,0,449,Herman Miller,9.25,348,4/16/2021,green,671255
"6T (64GB, Blue)",Smartphones,299,311,100,OnePlus,8.5,79,9/26/2025,blue,29900
VCS (2021) (Brown),Gaming Consoles,299.99,0,151,Atari,7.5,118,4/22/2020,brown,45298.49
XEGS (Orange),Gaming Consoles,150,489,817,Atari,7.5,652,3/8/2020,orange,122550
HD9650/99 Premium Airfryer (Yellow),Kitchen,299.99,75,274,Philips,8.75,225,7/23/2024,yellow,82197.26
"Blazer Mid '77 (Brown, EU 44)",Shoes,110,183,201,Nike,8.75,168,7/3/2020,brown,22110
Max (Red),Kitchen,129.99,0,70,Instant Pot,8.75,54,12/19/2020,red,9099.3
Venu (Brown),Watches,349.99,303,502,Garmin,8.75,409,11/23/2023,brown,175694.98
Basilisk V3 (Orange),Mice,69.99,0,809,Razer,9.2,643,10/15/2025,orange,56621.91
Pro 10-in-1 (Yellow),Kitchen,129.99,96,142,Instant Pot,8.75,124,12/6/2023,yellow,18458.58
"Yoga Slim 7 (512GB, Gray)",Laptops,950,341,432,Lenovo,8.7,350,2/17/2024,gray,410400
North Avenue Desk (Purple),Furniture,250,0,648,Sauder,7.85,537,4/24/2025,purple,162000
North Avenue Desk (Yellow),Furniture,179.99,414,658,Sauder,7.85,522,7/29/2020,yellow,118433.42
"MediaPad M6 (128GB, Black)",Tablets,350,222,509,Huawei,8.4,405,10/21/2025,black,178150
Smart Oven Air (Blue),Kitchen,399.95,255,36,Breville,,32,5/7/2022,blue,14398.2
"Mate 40 (128GB, Purple)",Smartphones,699,0,649,Huawei,8.5,533,1/9/2025,purple,453651
"MacBook Air M2 (2022) (512GB, Red)",Laptops,1399,0,869,Apple,9.3,690,4/22/2023,red,1215731
"iPad (2018) (128GB, Red)",Tablets,349,113,946,Apple,,762,9/2/2025,red,330154
"MatePad T10s (64GB, Yellow)",Tablets,180,0,307,Huawei,7.5,245,4/21/2024,yellow,55260
"CrossFit Nano 9 (White, EU 46)",Shoes,130,289,475,Reebok,8.75,382,10/9/2025,white,61750
"ThinkPad X12 Detachable (256GB, White)",Tablets,1200,432,330,Lenovo,8.5,262,2/24/2024,white,396000
All-in-One Media Keyboard (Green),Keyboards,39.99,66,750,Microsoft,8.5,609,12/23/2024,green,29992.5
PSX (Orange),Gaming Consoles,200,169,386,Sony,8.5,304,9/8/2024,orange,77200
"NanoCell 90 (50"", Red frame)",TVs,900,410,189,LG,8.5,150,12/1/2020,red,170100
Rival 600 (Orange),Mice,79.99,283,447,SteelSeries,9.2,359,8/11/2024,orange,35755.53
"Sportswear Tech Fleece Pants (Purple, S)",Clothing,110,397,993,Nike,8.75,807,1/10/2022,purple,109230
"Galaxy S20 (128GB, White)",Smartphones,699,460,943,Samsung,,776,3/19/2024,white,659157
"IdeaPad Flex 5 (1TB, Purple)",Laptops,750,423,281,Lenovo,8.5,221,1/6/2024,purple,210750
Jaguar (Purple),Gaming Consoles,45,242,338,Atari,7.5,253,11/28/2023,purple,15210
"Instapump Fury (Red, EU 40)",Shoes,180,0,967,Reebok,8.5,778,7/4/2023,red,174060
Huntsman Tournament Edition (Green),Keyboards,129.99,0,219,Razer,8.75,182,2/7/2022,green,28467.81
"WH-1000XM3 (Wireless, Purple)",Headphones,280,426,998,Sony,9.2,778,11/11/2020,purple,279440
Game Gear (Gray),Gaming Consoles,100,82,727,Sega,8.5,578,10/26/2022,gray,72700
